"DATE","count"
2019-04-01,78
2019-04-02,87
2019-04-03,70
2019-04-04,77
2019-04-05,78
2019-04-06,78
2019-04-07,83
2019-04-08,99
2019-04-09,69
2019-04-10,66
2019-04-11,74
2019-04-12,76
2019-04-13,76
2019-04-14,71
2019-04-15,102
2019-04-16,89
2019-04-17,92
2019-04-18,72
2019-04-19,67
2019-04-20,79
2019-04-21,72
2019-04-22,95
2019-04-23,87
2019-04-24,89
2019-04-25,75
2019-04-26,72
2019-04-27,60
2019-04-28,68
2019-04-29,77
2019-04-30,76
2019-05-01,78
2019-05-02,75
2019-05-03,72
2019-05-04,77
2019-05-05,63
2019-05-06,71
2019-05-07,60
2019-05-08,65
2019-05-09,77
2019-05-10,76
2019-05-11,84
2019-05-12,67
2019-05-13,101
2019-05-14,72
2019-05-15,67
2019-05-16,70
2019-05-17,78
2019-05-18,76
2019-05-19,72
2019-05-20,69
2019-05-21,81
2019-05-22,96
2019-05-23,70
2019-05-24,81
2019-05-25,73
2019-05-26,67
2019-05-27,103
2019-05-28,81
2019-05-29,76
2019-05-30,64
2019-05-31,82
2019-06-01,66
2019-06-02,53
2019-06-03,91
2019-06-04,70
2019-06-05,79
2019-06-06,76
2019-06-07,77
2019-06-08,66
2019-06-09,63
2019-06-10,94
2019-06-11,82
2019-06-12,90
2019-06-13,57
2019-06-14,92
2019-06-15,75
2019-06-16,61
2019-06-17,102
2019-06-18,84
2019-06-19,91
2019-06-20,90
2019-06-21,71
2019-06-22,74
2019-06-23,63
2019-06-24,76
2019-06-25,100
2019-06-26,81
2019-06-27,65
2019-06-28,66
2019-06-29,50
2019-06-30,60
2019-07-01,64
2019-07-02,73
2019-07-03,68
2019-07-04,90
2019-07-05,73
2019-07-06,54
2019-07-07,56
2019-07-08,74
2019-07-09,74
2019-07-10,82
2019-07-11,72
2019-07-12,73
2019-07-13,51
2019-07-14,69
2019-07-15,91
2019-07-16,81
2019-07-17,74
2019-07-18,83
2019-07-19,68
2019-07-20,78
2019-07-21,57
2019-07-22,98
2019-07-23,81
2019-07-24,91
2019-07-25,66
2019-07-26,91
2019-07-27,52
2019-07-28,61
2019-07-29,94
2019-07-30,109
2019-07-31,65
2019-08-01,67
2019-08-02,66
2019-08-03,46
2019-08-04,57
2019-08-05,77
2019-08-06,75
2019-08-07,79
2019-08-08,60
2019-08-09,75
2019-08-10,61
2019-08-11,61
2019-08-12,81
2019-08-13,65
2019-08-14,88
2019-08-15,83
2019-08-16,69
2019-08-17,81
2019-08-18,76
2019-08-19,83
2019-08-20,71
2019-08-21,78
2019-08-22,74
2019-08-23,84
2019-08-24,87
2019-08-25,77
2019-08-26,101
2019-08-27,64
2019-08-28,59
2019-08-29,73
2019-08-30,63
2019-08-31,74
2019-09-01,63
2019-09-02,81
2019-09-03,87
2019-09-04,84
2019-09-05,78
2019-09-06,79
2019-09-07,77
2019-09-08,72
2019-09-09,80
2019-09-10,76
2019-09-11,110
2019-09-12,64
2019-09-13,100
2019-09-14,72
2019-09-15,110
2019-09-16,105
2019-09-17,96
2019-09-18,84
2019-09-19,88
2019-09-20,83
2019-09-21,88
2019-09-22,94
2019-09-23,106
2019-09-24,80
2019-09-25,85
2019-09-26,82
2019-09-27,104
2019-09-28,100
2019-09-29,89
2019-09-30,86
2019-10-01,84
2019-10-02,64
2019-10-03,75
2019-10-04,85
2019-10-05,61
2019-10-06,95
2019-10-07,109
2019-10-08,84
2019-10-09,78
2019-10-10,81
2019-10-11,80
2019-10-12,72
2019-10-13,73
2019-10-14,78
2019-10-15,84
2019-10-16,97
2019-10-17,82
2019-10-18,86
2019-10-19,81
2019-10-20,60
2019-10-21,99
2019-10-22,104
2019-10-23,96
2019-10-24,101
2019-10-25,94
2019-10-26,75
2019-10-27,64
2019-10-28,103
2019-10-29,95
2019-10-30,92
2019-10-31,87
2019-11-01,82
2019-11-02,51
2019-11-03,96
2019-11-04,102
2019-11-05,81
2019-11-06,101
2019-11-07,86
2019-11-08,89
2019-11-09,81
2019-11-10,79
2019-11-11,101
2019-11-12,61
2019-11-13,67
2019-11-14,69
2019-11-15,88
2019-11-16,71
2019-11-17,45
2019-11-18,74
2019-11-19,63
2019-11-20,99
2019-11-21,77
2019-11-22,99
2019-11-23,91
2019-11-24,93
2019-11-25,99
2019-11-26,94
2019-11-27,70
2019-11-28,87
2019-11-29,66
2019-11-30,40
2019-12-01,71
2019-12-02,78
2019-12-03,71
2019-12-04,67
2019-12-05,77
2019-12-06,70
2019-12-07,51
2019-12-08,59
2019-12-09,137
2019-12-10,85
2019-12-11,76
2019-12-12,81
2019-12-13,73
2019-12-14,75
2019-12-15,76
2019-12-16,86
2019-12-17,74
2019-12-18,57
2019-12-19,52
2019-12-20,61
2019-12-21,51
2019-12-22,60
2019-12-23,67
2019-12-24,58
2019-12-25,44
2019-12-26,61
2019-12-27,56
2019-12-28,76
2019-12-29,68
2019-12-30,59
2019-12-31,51
2020-01-01,49
2020-01-02,62
2020-01-03,70
2020-01-04,76
2020-01-05,61
2020-01-06,80
2020-01-07,72
2020-01-08,66
2020-01-09,72
2020-01-10,95
2020-01-11,69
2020-01-12,48
2020-01-13,72
2020-01-14,77
2020-01-15,88
2020-01-16,63
2020-01-17,54
2020-01-18,63
2020-01-19,42
2020-01-20,72
2020-01-21,74
2020-01-22,80
2020-01-23,65
2020-01-24,95
2020-01-25,55
2020-01-26,71
2020-01-27,111
2020-01-28,96
2020-01-29,78
2020-01-30,77
2020-01-31,83
2020-02-01,52
2020-02-02,75
2020-02-03,90
2020-02-04,58
2020-02-05,77
2020-02-06,66
2020-02-07,75
2020-02-08,42
2020-02-09,60
2020-02-10,80
2020-02-11,72
2020-02-12,71
2020-02-13,78
2020-02-14,66
2020-02-15,78
2020-02-16,84
2020-02-17,80
2020-02-18,75
2020-02-19,95
2020-02-20,79
2020-02-21,83
2020-02-22,76
2020-02-23,70
2020-02-24,100
2020-02-25,83
2020-02-26,82
2020-02-27,66
2020-02-28,84
2020-02-29,60
2020-03-01,51
2020-03-02,82
2020-03-03,89
2020-03-04,77
2020-03-05,74
2020-03-06,67
2020-03-07,77
2020-03-08,74
2020-03-09,96
2020-03-10,67
2020-03-11,79
2020-03-12,77
2020-03-13,79
2020-03-14,80
2020-03-15,83
2020-03-16,94
2020-03-17,88
2020-03-18,90
2020-03-19,84
2020-03-20,60
2020-03-21,54
2020-03-22,55
2020-03-23,71
2020-03-24,58
2020-03-25,58
2020-03-26,64
2020-03-27,58
2020-03-28,55
2020-03-29,41
2020-03-30,53
2020-03-31,45
2020-04-01,53
2020-04-02,46
2020-04-03,45
2020-04-04,55
2020-04-05,60
2020-04-06,77
2020-04-07,52
2020-04-08,43
2020-04-09,48
2020-04-10,41
2020-04-11,40
2020-04-12,45
2020-04-13,49
2020-04-14,60
2020-04-15,63
2020-04-16,58
2020-04-17,53
2020-04-18,46
2020-04-19,43
2020-04-20,69
2020-04-21,66
2020-04-22,47
2020-04-23,29
2020-04-24,61
2020-04-25,43
2020-04-26,48
2020-04-27,68
2020-04-28,54
2020-04-29,42
2020-04-30,61
2020-05-01,35
2020-05-02,42
2020-05-03,49
2020-05-04,64
2020-05-05,55
2020-05-06,70
2020-05-07,48
2020-05-08,47
2020-05-09,34
2020-05-10,41
2020-05-11,64
2020-05-12,54
2020-05-13,62
2020-05-14,48
2020-05-15,32
2020-05-16,44
2020-05-17,41
2020-05-18,46
2020-05-19,68
2020-05-20,66
2020-05-21,67
2020-05-22,49
2020-05-23,42
2020-05-24,40
2020-05-25,83
2020-05-26,66
2020-05-27,63
2020-05-28,67
2020-05-29,63
2020-05-30,59
2020-05-31,111
2020-06-01,87
2020-06-02,63
2020-06-03,58
2020-06-04,63
2020-06-05,51
2020-06-06,43
2020-06-07,59
2020-06-08,68
2020-06-09,64
2020-06-10,80
2020-06-11,76
2020-06-12,55
2020-06-13,55
2020-06-14,42
2020-06-15,66
2020-06-16,67
2020-06-17,70
2020-06-18,62
2020-06-19,74
2020-06-20,58
2020-06-21,52
2020-06-22,68
2020-06-23,65
2020-06-24,81
2020-06-25,94
2020-06-26,69
2020-06-27,72
2020-06-28,71
2020-06-29,99
2020-06-30,72
2020-07-01,62
2020-07-02,77
2020-07-03,63
2020-07-04,44
2020-07-05,53
2020-07-06,66
2020-07-07,79
2020-07-08,81
2020-07-09,62
2020-07-10,58
2020-07-11,70
2020-07-12,58
2020-07-13,66
2020-07-14,73
2020-07-15,51
2020-07-16,58
2020-07-17,63
2020-07-18,46
2020-07-19,40
2020-07-20,76
2020-07-21,95
2020-07-22,57
2020-07-23,66
2020-07-24,53
2020-07-25,48
2020-07-26,63
2020-07-27,76
2020-07-28,76
2020-07-29,87
2020-07-30,63
2020-07-31,58
2020-08-01,56
2020-08-02,60
2020-08-03,85
2020-08-04,78
2020-08-05,52
2020-08-06,64
2020-08-07,57
2020-08-08,47
2020-08-09,66
2020-08-10,59
2020-08-11,82
2020-08-12,91
2020-08-13,83
2020-08-14,79
2020-08-15,69
2020-08-16,66
2020-08-17,79
2020-08-18,63
2020-08-19,101
2020-08-20,79
2020-08-21,76
2020-08-22,80
2020-08-23,61
2020-08-24,87
2020-08-25,84
2020-08-26,85
2020-08-27,118
2020-08-28,84
2020-08-29,56
2020-08-30,60
2020-08-31,74
2020-09-01,80
2020-09-02,81
2020-09-03,91
2020-09-04,98
2020-09-05,68
2020-09-06,79
2020-09-07,71
2020-09-08,85
2020-09-09,80
2020-09-10,64
2020-09-11,78
2020-09-12,64
2020-09-13,66
2020-09-14,79
2020-09-15,81
2020-09-16,86
2020-09-17,84
2020-09-18,80
2020-09-19,89
2020-09-20,49
2020-09-21,101
2020-09-22,68
2020-09-23,86
2020-09-24,95
2020-09-25,73
2020-09-26,69
2020-09-27,87
2020-09-28,85
2020-09-29,101
2020-09-30,82
2020-10-01,86
2020-10-02,63
2020-10-03,67
2020-10-04,53
2020-10-05,102
2020-10-06,84
2020-10-07,80
2020-10-08,97
2020-10-09,95
2020-10-10,71
2020-10-11,69
2020-10-12,84
2020-10-13,110
2020-10-14,90
2020-10-15,85
2020-10-16,99
2020-10-17,72
2020-10-18,66
2020-10-19,138
2020-10-20,118
2020-10-21,95
2020-10-22,88
2020-10-23,111
2020-10-24,92
2020-10-25,73
2020-10-26,89
2020-10-27,94
2020-10-28,102
2020-10-29,95
2020-10-30,58
2020-10-31,60
2020-11-01,62
2020-11-02,72
2020-11-03,66
2020-11-04,74
2020-11-05,72
2020-11-06,76
2020-11-07,74
2020-11-08,62
2020-11-09,79
2020-11-10,107
2020-11-11,110
2020-11-12,94
2020-11-13,70
2020-11-14,66
2020-11-15,69
2020-11-16,93
2020-11-17,74
2020-11-18,88
2020-11-19,74
2020-11-20,66
2020-11-21,61
2020-11-22,63
2020-11-23,85
2020-11-24,80
2020-11-25,68
2020-11-26,74
2020-11-27,80
2020-11-28,74
2020-11-29,72
2020-11-30,90
2020-12-01,74
2020-12-02,60
2020-12-03,78
2020-12-04,74
2020-12-05,75
2020-12-06,58
2020-12-07,72
2020-12-08,67
2020-12-09,39
2020-12-10,67
2020-12-11,58
2020-12-12,68
2020-12-13,61
2020-12-14,101
2020-12-15,73
2020-12-16,74
2020-12-17,71
2020-12-18,61
2020-12-19,51
2020-12-20,50
2020-12-21,75
2020-12-22,58
2020-12-23,63
2020-12-24,46
2020-12-25,34
2020-12-26,43
2020-12-27,47
2020-12-28,70
2020-12-29,70
2020-12-30,63
2020-12-31,47
2021-01-01,59
2021-01-02,58
2021-01-03,51
2021-01-04,90
2021-01-05,54
2021-01-06,63
2021-01-07,68
2021-01-08,72
2021-01-09,51
2021-01-10,43
2021-01-11,50
2021-01-12,46
2021-01-13,48
2021-01-14,53
2021-01-15,38
2021-01-16,39
2021-01-17,27
2021-01-18,53
2021-01-19,49
2021-01-20,61
2021-01-21,50
2021-01-22,42
2021-01-23,35
2021-01-24,37
2021-01-25,59
2021-01-26,43
2021-01-27,45
2021-01-28,37
2021-01-29,44
2021-01-30,36
2021-01-31,42
2021-02-01,46
2021-02-02,43
2021-02-03,29
2021-02-04,54
2021-02-05,69
2021-02-06,34
2021-02-07,38
2021-02-08,66
2021-02-09,46
2021-02-10,51
2021-02-11,41
2021-02-12,44
2021-02-13,42
2021-02-14,38
2021-02-15,49
2021-02-16,35
2021-02-17,54
2021-02-18,60
2021-02-19,40
2021-02-20,43
2021-02-21,56
2021-02-22,71
2021-02-23,54
2021-02-24,55
2021-02-25,50
2021-02-26,51
2021-02-27,35
2021-02-28,45
2021-03-01,49
2021-03-02,52
2021-03-03,70
2021-03-04,37
2021-03-05,52
2021-03-06,30
2021-03-07,36
2021-03-08,78
2021-03-09,55
2021-03-10,60
2021-03-11,50
2021-03-12,56
2021-03-13,49
2021-03-14,53
2021-03-15,68
2021-03-16,69
2021-03-17,52
2021-03-18,71
2021-03-19,51
2021-03-20,43
2021-03-21,42
2021-03-22,56
2021-03-23,71
2021-03-24,57
2021-03-25,70
2021-03-26,70
2021-03-27,47
2021-03-28,47
2021-03-29,94
2021-03-30,79
2021-03-31,101
2021-04-01,60
2021-04-02,63
2021-04-03,55
2021-04-04,31
2021-04-05,64
2021-04-06,82
2021-04-07,61
2021-04-08,74
2021-04-09,75
2021-04-10,55
2021-04-11,83
2021-04-12,90
2021-04-13,70
2021-04-14,62
2021-04-15,55
2021-04-16,51
2021-04-17,41
2021-04-18,40
2021-04-19,56
2021-04-20,66
2021-04-21,62
2021-04-22,58
2021-04-23,79
2021-04-24,55
2021-04-25,51
2021-04-26,70
2021-04-27,58
2021-04-28,64
2021-04-29,64
2021-04-30,63
2021-05-01,45
2021-05-02,55
2021-05-03,75
2021-05-04,75
2021-05-05,79
2021-05-06,61
2021-05-07,60
2021-05-08,49
2021-05-09,49
2021-05-10,76
2021-05-11,80
2021-05-12,71
2021-05-13,58
2021-05-14,68
2021-05-15,46
2021-05-16,60
2021-05-17,71
2021-05-18,73
2021-05-19,86
2021-05-20,81
2021-05-21,62
2021-05-22,53
2021-05-23,41
2021-05-24,56
2021-05-25,80
2021-05-26,75
2021-05-27,68
2021-05-28,80
2021-05-29,61
2021-05-30,55
2021-05-31,76
